battery_id,cycle,voltage_measured,current_measured,temperature_measured,current_charge,voltage_charge,time,capacity
B0007,15,3.5648,-1.9469,32.0138,0.0,0.0,3450.3,1.859362
B0007,16,3.5654,-1.9574,31.8813,0.0,0.0,3429.41,1.858736
B0007,17,3.566,-1.968,31.8543,0.0,0.0,3409.48,1.847817
B0007,18,3.5725,-1.968,31.8566,0.0,0.0,3390.42,1.848525
B0007,19,3.5699,-1.968,31.8672,0.0,0.0,3390.28,1.848379
B0007,20,3.5464,-1.9067,32.3522,0.0,0.0,3591.73,1.880781
B0007,21,3.5532,-1.9267,32.6022,0.0,0.0,3552.3,1.881472
B0007,22,3.5599,-1.9261,32.1957,0.0,0.0,3531.58,1.881095
B0007,23,3.5596,-1.9468,31.806,0.0,0.0,3492.91,1.871009
B0007,24,3.5524,-1.9364,31.737,0.0,0.0,3511.59,1.8702
B0007,25,3.5708,-1.9676,31.5171,0.0,0.0,3431.94,1.870672
B0007,26,3.5657,-1.968,31.4429,0.0,0.0,3431.12,1.859612
B0007,27,3.5713,-1.9676,31.3233,0.0,0.0,3412.41,1.860034
B0007,28,3.568,-1.9676,31.2857,0.0,0.0,3410.69,1.859165
B0007,29,3.5646,-1.9678,31.3319,0.0,0.0,3410.72,1.84814
B0007,30,3.569,-1.9675,31.3229,0.0,0.0,3392.72,1.849202
B0007,31,3.5646,-1.9683,31.6084,0.0,0.0,3470.67,1.883468
B0007,32,3.5694,-1.9788,31.7821,0.0,0.0,3414.11,1.862821
B0007,33,3.5687,-1.9786,31.515,0.0,0.0,3395.22,1.852085
B0007,34,3.5642,-1.9784,31.1387,0.0,0.0,3386.0,1.84695
B0007,35,3.5653,-1.9782,31.0687,0.0,0.0,3368.19,1.836828
B0007,36,3.5654,-1.9784,31.6182,0.0,0.0,3368.27,1.837162
B0007,37,3.5622,-1.9781,31.3315,0.0,0.0,3358.72,1.831672
B0007,38,3.5645,-1.9781,31.1326,0.0,0.0,3339.5,1.821147
B0007,39,3.5616,-1.978,30.973,0.0,0.0,3331.26,1.816506
B0007,40,3.5631,-1.9784,31.1991,0.0,0.0,3321.19,1.811382
B0007,41,3.563,-1.9783,31.7223,0.0,0.0,3321.84,1.811606
B0007,42,3.5634,-1.9782,31.9008,0.0,0.0,3311.83,1.806055
B0007,43,3.564,-1.9671,31.5372,0.0,0.0,3327.39,1.813204
B0007,44,3.5605,-1.9781,31.2466,0.0,0.0,3312.08,1.806264
B0007,45,3.5567,-1.978,30.9394,0.0,0.0,3293.17,1.795831
B0007,46,3.5584,-1.9779,30.8849,0.0,0.0,3275.33,1.785885
B0007,47,3.5561,-1.978,30.9207,0.0,0.0,3265.02,1.780327
B0007,48,3.569,-1.9779,33.8806,0.0,0.0,3328.94,1.815076
B0007,49,3.5711,-1.9782,33.0383,0.0,0.0,3329.27,1.815703
B0007,50,3.5667,-1.978,32.2733,0.0,0.0,3301.58,1.800243
B0007,51,3.5633,-1.978,31.9379,0.0,0.0,3283.56,1.790448
B0007,52,3.559,-1.9722,31.6887,0.0,0.0,3275.12,1.780343
B0007,53,3.5567,-1.9723,31.7791,0.0,0.0,3265.66,1.775329
B0007,54,3.555,-1.9668,32.1339,0.0,0.0,3266.09,1.770263
B0007,55,3.5526,-1.9609,31.8894,0.0,0.0,3257.59,1.760081
B0007,56,3.5472,-1.9608,31.8174,0.0,0.0,3248.59,1.749648
B0007,57,3.5468,-1.9607,31.7232,0.0,0.0,3238.77,1.74965
B0007,58,3.5448,-1.9551,31.9572,0.0,0.0,3240.14,1.745029
B0007,59,3.5465,-1.9551,32.2992,0.0,0.0,3230.11,1.739646
B0007,60,3.5408,-1.9492,32.1288,0.0,0.0,3229.78,1.728564
B0007,61,3.543,-1.9485,32.0211,0.0,0.0,3212.47,1.7239
B0007,62,3.5361,-1.9431,31.859,0.0,0.0,3213.22,1.713979
B0007,63,3.5392,-1.943,32.161,0.0,0.0,3203.58,1.71397
B0007,64,3.5348,-1.9425,32.1028,0.0,0.0,3195.12,1.703652
B0007,65,3.5366,-1.937,32.3388,0.0,0.0,3195.31,1.704014
B0007,66,3.5352,-1.931,32.2137,0.0,0.0,3186.3,1.693572
B0007,67,3.533,-1.9305,32.0995,0.0,0.0,3176.44,1.687658
B0007,68,3.5322,-1.9306,32.1131,0.0,0.0,3167.59,1.683074
B0007,69,3.5308,-1.9247,32.2037,0.0,0.0,3167.72,1.677927
B0007,70,3.5297,-1.9246,32.2334,0.0,0.0,3159.08,1.673206
B0007,71,3.5282,-1.9244,32.2122,0.0,0.0,3148.83,1.667437
B0007,72,3.5266,-1.9184,32.2175,0.0,0.0,3149.09,1.662266
B0007,73,3.5245,-1.9182,32.2341,0.0,0.0,3140.55,1.657424
B0007,74,3.5229,-1.9181,32.2283,0.0,0.0,3131.62,1.652539
B0007,75,3.5223,-1.918,32.1833,0.0,0.0,3121.91,1.647217
B0007,76,3.519,-1.9117,32.172,0.0,0.0,3122.12,1.636414
B0007,77,3.5178,-1.9116,32.0332,0.0,0.0,3121.67,1.636255
B0007,78,3.5212,-1.9176,32.5067,0.0,0.0,3120.86,1.641119
B0007,79,3.5172,-1.9111,31.961,0.0,0.0,3103.83,1.63157
B0007,80,3.5125,-1.9109,31.7981,0.0,0.0,3095.09,1.621213
B0007,81,3.513,-1.905,31.958,0.0,0.0,3095.78,1.616427
B0007,82,3.5125,-1.9051,32.4181,0.0,0.0,3094.33,1.615824
B0007,83,3.5151,-1.9049,32.6404,0.0,0.0,3086.53,1.616724
B0007,84,3.5134,-1.8988,32.564,0.0,0.0,3085.62,1.610866
B0007,85,3.5097,-1.9043,32.2831,0.0,0.0,3067.2,1.60066
B0007,86,3.5043,-1.9042,32.0607,0.0,0.0,3058.16,1.595917
B0007,87,3.5092,-1.8983,32.3653,0.0,0.0,3058.81,1.596218
B0007,88,3.5095,-1.8978,32.6885,0.0,0.0,3058.58,1.595807
B0007,89,3.5052,-1.9036,32.7477,0.0,0.0,3049.33,1.590651
B0007,90,3.5281,-1.937,32.505,0.0,0.0,3177.22,1.688821
B0007,91,3.5196,-1.9233,32.9199,0.0,0.0,3082.94,1.625994
B0007,92,3.5146,-1.9169,32.9483,0.0,0.0,3074.27,1.615743
B0007,93,3.5115,-1.9105,32.7691,0.0,0.0,3066.0,1.605663
B0007,94,3.5108,-1.9043,32.5973,0.0,0.0,3056.44,1.594975
B0007,95,3.508,-1.904,32.5235,0.0,0.0,3048.22,1.59041
B0007,96,3.5077,-1.9037,32.5782,0.0,0.0,3039.22,1.585352
B0007,97,3.5067,-1.8977,32.6273,0.0,0.0,3039.05,1.579974
B0007,98,3.5062,-1.8973,32.6521,0.0,0.0,3030.38,1.575219
B0007,99,3.5051,-1.897,32.6477,0.0,0.0,3021.0,1.569798
B0007,100,3.5054,-1.8909,32.6994,0.0,0.0,3021.75,1.570257
B0007,101,3.5001,-1.8969,32.7246,0.0,0.0,3012.26,1.56525
B0007,102,3.5012,-1.8965,32.7043,0.0,0.0,3002.64,1.559634
B0007,103,3.5004,-1.8968,32.7405,0.0,0.0,3012.0,1.564982
B0007,104,3.5078,-1.9031,33.3871,0.0,0.0,3020.11,1.574979
B0007,105,3.5025,-1.9029,33.2706,0.0,0.0,3002.17,1.565281
B0007,106,3.5052,-1.8963,33.1151,0.0,0.0,2992.7,1.559755
B0007,107,3.4984,-1.9084,32.9057,0.0,0.0,2964.47,1.549898
B0007,108,3.5001,-1.8898,32.9531,0.0,0.0,2983.38,1.543877
B0007,109,3.4991,-1.8959,33.2282,0.0,0.0,2975.3,1.545019
B0007,110,3.501,-1.8894,33.3613,0.0,0.0,2974.99,1.544594
B0007,111,3.4972,-1.8889,33.1243,0.0,0.0,2966.25,1.534309
B0007,112,3.4961,-1.8885,32.9916,0.0,0.0,2956.36,1.52876
B0007,113,3.4959,-1.8888,33.2318,0.0,0.0,2956.34,1.528926
B0007,114,3.4931,-1.8888,33.5098,0.0,0.0,2956.41,1.529092
B0007,115,3.4927,-1.8882,33.3824,0.0,0.0,2947.27,1.523906
B0007,116,3.4921,-1.8879,33.1783,0.0,0.0,2937.98,1.518668
B0007,117,3.4902,-1.8877,33.0159,0.0,0.0,2929.12,1.513648
B0007,118,3.4906,-1.8878,33.271,0.0,0.0,2928.45,1.513605
B0007,119,3.4911,-1.8877,33.6197,0.0,0.0,2929.38,1.513947
B0007,120,3.4928,-1.901,33.297,0.0,0.0,2946.03,1.53396
B0007,121,3.5025,-1.8951,33.3931,0.0,0.0,2955.44,1.539137
B0007,122,3.493,-1.8941,33.1382,0.0,0.0,2937.62,1.523625
B0007,123,3.4917,-1.8875,32.8407,0.0,0.0,2929.08,1.513581
B0007,124,3.4904,-1.8871,32.7574,0.0,0.0,2918.38,1.507785
B0007,125,3.4889,-1.8808,32.7723,0.0,0.0,2919.81,1.503196
B0007,126,3.4892,-1.8864,32.7204,0.0,0.0,2900.42,1.497822
B0007,127,3.4879,-1.88,32.71,0.0,0.0,2901.38,1.492849
B0007,128,3.4864,-1.8733,32.6208,0.0,0.0,2901.19,1.492414
B0007,129,3.4813,-1.8797,32.5765,0.0,0.0,2891.64,1.487483
B0007,130,3.4824,-1.8791,32.584,0.0,0.0,2882.91,1.482535
B0007,131,3.4835,-1.8729,32.6237,0.0,0.0,2883.26,1.482787
B0007,132,3.479,-1.8727,32.586,0.0,0.0,2882.97,1.476971
B0007,133,3.4835,-1.8727,32.8645,0.0,0.0,2891.66,1.481902
B0007,134,3.49,-1.88,33.0797,0.0,0.0,2901.25,1.498137
B0007,135,3.4848,-1.873,32.9321,0.0,0.0,2891.7,1.482078
B0007,136,3.4784,-1.8725,32.7557,0.0,0.0,2883.02,1.477116
B0007,137,3.4757,-1.8725,32.5297,0.0,0.0,2873.45,1.472077
B0007,138,3.4814,-1.8659,32.8481,0.0,0.0,2874.03,1.472248
B0007,139,3.4796,-1.8658,33.0723,0.0,0.0,2874.23,1.467011
B0007,140,3.4782,-1.8655,32.851,0.0,0.0,2864.98,1.461767
B0007,141,3.4743,-1.8651,32.5723,0.0,0.0,2855.09,1.456695
B0007,142,3.4737,-1.8585,32.4507,0.0,0.0,2855.62,1.451355
B0007,143,3.4748,-1.8589,32.7394,0.0,0.0,2855.59,1.451616
B0007,144,3.4761,-1.8582,32.7759,0.0,0.0,2847.44,1.446816
B0007,145,3.4687,-1.8581,32.5817,0.0,0.0,2847.36,1.446757
B0007,146,3.4662,-1.8577,32.3502,0.0,0.0,2837.33,1.44138
B0007,147,3.4682,-1.8512,32.2875,0.0,0.0,2837.28,1.436246
B0007,148,3.4679,-1.8515,32.6032,0.0,0.0,2838.51,1.436815
B0007,149,3.4662,-1.8574,32.6121,0.0,0.0,2828.33,1.436295
B0007,150,3.4625,-1.8578,32.2674,0.0,0.0,2838.26,1.441858
B0007,151,3.4805,-1.8658,32.6377,0.0,0.0,2864.55,1.467206
B0007,152,3.4723,-1.8648,32.6653,0.0,0.0,2846.39,1.451864
B0007,153,3.4744,-1.8579,32.5027,0.0,0.0,2837.97,1.447138
B0007,154,3.4723,-1.8512,32.4468,0.0,0.0,2838.16,1.441791
B0007,155,3.4702,-1.8509,32.3936,0.0,0.0,2829.84,1.431631
B0007,156,3.4635,-1.8509,32.4172,0.0,0.0,2829.62,1.431808
B0007,157,3.4675,-1.8504,32.4009,0.0,0.0,2819.44,1.426256
B0007,158,3.4676,-1.8437,32.3631,0.0,0.0,2819.58,1.426088
B0007,159,3.4622,-1.8499,32.3826,0.0,0.0,2810.67,1.421263
B0007,160,3.466,-1.8433,32.4324,0.0,0.0,2811.49,1.416327
B0007,161,3.4602,-1.8495,32.4886,0.0,0.0,2802.42,1.416578
B0007,162,3.4642,-1.8426,32.5241,0.0,0.0,2801.62,1.41084
B0007,163,3.4588,-1.8427,32.4826,0.0,0.0,2802.03,1.410995
B0007,164,3.4621,-1.8422,32.4639,0.0,0.0,2793.39,1.406171
B0007,165,3.4579,-1.8423,32.5568,0.0,0.0,2793.39,1.406336
B0007,166,3.4616,-1.8356,32.5763,0.0,0.0,2792.49,1.400455
B0007,167,3.4629,-1.8561,32.818,0.0,0.0,2802.02,1.421787
B0007,168,3.4754,-1.8574,32.9294,0.0,0.0,2820.39,1.432455
B0018,1,3.5275,-1.9542,31.7733,0.0,0.0,3434.89,1.855005
B0018,2,3.5348,-1.9474,31.9249,0.0,0.0,3425.49,1.843196
B0018,3,3.5382,-1.9521,31.3169,0.0,0.0,3410.38,1.839602
B0018,4,3.5377,-1.9461,30.8212,0.0,0.0,3404.72,1.830674
B0018,5,3.5427,-1.9413,31.9535,0.0,0.0,3417.64,1.8327
B0018,6,3.5451,-1.94,32.0231,0.0,0.0,3411.77,1.828529
B0018,7,3.5475,-1.9336,31.6345,0.0,0.0,3399.52,1.821201
B0018,8,3.5448,-1.9332,31.2882,0.0,0.0,3388.75,1.81517
B0018,9,3.5435,-1.9326,31.1112,0.0,0.0,3380.41,1.804298
B0018,10,3.5431,-1.9388,31.1317,0.0,0.0,3404.14,1.8231
B0018,11,3.5452,-1.9319,31.5131,0.0,0.0,3396.14,1.812125
B0018,12,3.545,-1.925,31.311,0.0,0.0,3384.09,1.804692
B0018,13,3.5441,-1.918,30.894,0.0,0.0,3370.66,1.790844
B0018,14,3.5413,-1.9174,30.5406,0.0,0.0,3357.8,1.783471
B0018,15,3.5412,-1.9181,30.8257,0.0,0.0,3363.01,1.780939
B0018,16,3.5413,-1.9106,31.4514,0.0,0.0,3357.73,1.771209
B0018,17,3.5427,-1.9094,31.5188,0.0,0.0,3344.19,1.76863
B0018,18,3.5413,-1.8961,31.1124,0.0,0.0,3339.97,1.75363
B0018,19,3.535,-1.8948,30.5865,0.0,0.0,3327.64,1.74622
B0018,20,3.5327,-1.9002,30.2429,0.0,0.0,3312.84,1.737665
B0018,21,3.5333,-1.8937,30.1027,0.0,0.0,3302.03,1.731517
B0018,22,3.5274,-1.874,30.2512,0.0,0.0,3305.55,1.708595
B0018,23,3.5296,-1.8792,30.2124,0.0,0.0,3289.56,1.71147
B0018,24,3.529,-1.8781,30.125,0.0,0.0,3283.8,1.707502
B0018,25,3.5323,-1.8994,30.2243,0.0,0.0,3325.24,1.749238
B0018,26,3.5324,-1.8927,30.9764,0.0,0.0,3317.55,1.73277
B0018,27,3.5363,-1.8784,31.4157,0.0,0.0,3311.77,1.722231
B0018,28,3.5335,-1.8708,31.3833,0.0,0.0,3305.22,1.711846
B0018,29,3.527,-1.8697,31.1679,0.0,0.0,3295.45,1.699268
B0018,30,3.5293,-1.8624,30.9947,0.0,0.0,3287.0,1.694037
B0018,31,3.5278,-1.8548,31.0553,0.0,0.0,3276.92,1.681903
B0018,32,3.5257,-1.8539,31.3739,0.0,0.0,3268.69,1.676977
B0018,33,3.5244,-1.8457,31.5613,0.0,0.0,3260.59,1.665523
B0018,34,3.5208,-1.8383,31.3185,0.0,0.0,3258.81,1.657192
B0018,35,3.5195,-1.8436,31.104,0.0,0.0,3243.42,1.648224
B0018,36,3.5132,-1.837,30.9897,0.0,0.0,3236.51,1.63877
B0018,37,3.5172,-1.8212,30.9679,0.0,0.0,3230.73,1.627649
B0018,38,3.512,-1.827,31.2853,0.0,0.0,3222.09,1.622154
B0018,39,3.5091,-1.8191,31.411,0.0,0.0,3220.34,1.614007
B0018,40,3.5161,-1.8694,30.7551,0.0,0.0,3250.75,1.676052
B0018,41,3.519,-1.8398,30.9774,0.0,0.0,3239.34,1.649301
B0018,42,3.5124,-1.838,30.8005,0.0,0.0,3222.25,1.632383
B0018,43,3.5082,-1.8296,30.6162,0.0,0.0,3206.16,1.616416
B0018,44,3.5086,-1.8211,30.3998,0.0,0.0,3197.97,1.610903
B0018,45,3.5052,-1.8199,30.3839,0.0,0.0,3181.62,1.595464
B0018,46,3.5232,-1.8951,30.5762,0.0,0.0,3302.36,1.726707
B0018,47,3.5273,-1.8868,30.7059,0.0,0.0,3285.81,1.716567
B0018,48,3.5268,-1.8787,30.6258,0.0,0.0,3260.02,1.695824
B0018,49,3.523,-1.8705,30.5974,0.0,0.0,3240.03,1.677778
B0018,50,3.5198,-1.8563,30.5285,0.0,0.0,3232.26,1.660659
B0018,51,3.5251,-1.8625,31.2038,0.0,0.0,3232.03,1.666411
B0018,52,3.5185,-1.8607,31.1726,0.0,0.0,3209.51,1.646834
B0018,53,3.5191,-1.8384,30.9683,0.0,0.0,3196.12,1.625764
B0018,54,3.5114,-1.8437,30.8217,0.0,0.0,3172.56,1.612158
B0018,55,3.5108,-1.8363,30.7652,0.0,0.0,3172.74,1.605737
B0018,56,3.5143,-1.8647,30.81,0.0,0.0,3238.11,1.673645
B0018,57,3.5197,-1.8573,31.039,0.0,0.0,3191.06,1.640435
B0018,58,3.5124,-1.8483,31.0418,0.0,0.0,3165.83,1.613265
B0018,59,3.5078,-1.8392,30.9598,0.0,0.0,3140.41,1.592096
B0018,60,3.5077,-1.8303,30.8435,0.0,0.0,3131.92,1.586601
B0018,61,3.5075,-1.8293,30.7972,0.0,0.0,3121.11,1.580077
B0018,62,3.5024,-1.8278,30.9844,0.0,0.0,3105.26,1.564173
B0018,63,3.5037,-1.8188,30.9679,0.0,0.0,3091.25,1.555618
B0018,64,3.499,-1.8172,30.9766,0.0,0.0,3076.7,1.540205
B0018,65,3.4954,-1.8158,30.8977,0.0,0.0,3062.33,1.532161
B0018,66,3.4945,-1.8221,30.8157,0.0,0.0,3050.56,1.531623
B0018,67,3.4963,-1.813,30.7262,0.0,0.0,3034.67,1.52226
B0018,68,3.4877,-1.8045,30.7682,0.0,0.0,3031.25,1.506527
B0018,69,3.4865,-1.81,30.7754,0.0,0.0,3011.34,1.501422
B0018,70,3.4823,-1.809,30.7618,0.0,0.0,3003.0,1.496353
B0018,71,3.4918,-1.8274,30.9137,0.0,0.0,3045.19,1.533426
B0018,72,3.494,-1.818,31.2282,0.0,0.0,3028.47,1.523845
B0018,73,3.4844,-1.8085,31.2617,0.0,0.0,3012.94,1.501192
B0018,74,3.4859,-1.8068,31.1841,0.0,0.0,2998.88,1.492418
B0018,75,3.4843,-1.805,31.0014,0.0,0.0,2983.55,1.483324
B0018,76,3.483,-1.8119,30.9814,0.0,0.0,2966.86,1.480738
B0018,77,3.4838,-1.8022,31.0887,0.0,0.0,2954.8,1.473508
B0018,78,3.4788,-1.8093,31.3364,0.0,0.0,2945.74,1.468019
B0018,79,3.4752,-1.8,31.226,0.0,0.0,2941.38,1.458092
B0018,80,3.4707,-1.7981,31.0373,0.0,0.0,2923.95,1.447866
B0018,81,3.4746,-1.8058,30.8113,0.0,0.0,2921.03,1.452781
B0018,82,3.4741,-1.796,30.9322,0.0,0.0,2902.75,1.442536
B0018,83,3.4751,-1.7951,31.2155,0.0,0.0,2897.88,1.439271
B0018,84,3.4724,-1.794,31.4008,0.0,0.0,2892.09,1.428648
B0018,85,3.4718,-1.7842,31.2592,0.0,0.0,2886.92,1.424903
B0018,86,3.4745,-1.8136,31.1347,0.0,0.0,2942.53,1.469812
B0018,87,3.4717,-1.811,31.2469,0.0,0.0,2912.47,1.452582
B0018,88,3.4714,-1.8008,31.0276,0.0,0.0,2895.59,1.442834
B0018,89,3.4626,-1.7986,30.9319,0.0,0.0,2884.41,1.428376
B0018,90,3.4661,-1.7804,30.6671,0.0,0.0,2873.77,1.415455
B0018,91,3.4731,-1.8167,31.2268,0.0,0.0,2893.38,1.454577
B0018,92,3.4669,-1.7981,31.3877,0.0,0.0,2884.98,1.428318
B0018,93,3.4653,-1.7964,31.5057,0.0,0.0,2870.23,1.419703
B0018,94,3.4639,-1.7954,31.5462,0.0,0.0,2864.11,1.415561
B0018,95,3.4578,-1.7937,31.39,0.0,0.0,2846.64,1.40568
B0018,96,3.4598,-1.8015,31.3854,0.0,0.0,2839.53,1.408446
B0018,97,3.458,-1.7915,31.4237,0.0,0.0,2832.7,1.396855
B0018,98,3.4614,-1.7817,31.4354,0.0,0.0,2827.08,1.393567
B0018,99,3.4611,-1.7797,31.5424,0.0,0.0,2821.53,1.389364
B0018,100,3.4556,-1.7857,31.5267,0.0,0.0,2805.16,1.378565
B0018,101,3.4596,-1.7784,31.4359,0.0,0.0,2814.91,1.384901
B0018,102,3.4507,-1.7778,31.4752,0.0,0.0,2801.16,1.370325
B0018,103,3.4555,-1.7764,31.5817,0.0,0.0,2794.19,1.373346
B0018,104,3.4558,-1.7753,31.648,0.0,0.0,2785.39,1.367949
B0018,105,3.4487,-1.7742,31.662,0.0,0.0,2779.5,1.356714
B0018,106,3.4745,-1.8197,30.4345,0.0,0.0,2899.23,1.460431
B0018,107,3.474,-1.8097,31.018,0.0,0.0,2894.92,1.4501
B0018,108,3.4744,-1.7993,31.3948,0.0,0.0,2888.25,1.438141
B0018,109,3.4718,-1.7959,31.2451,0.0,0.0,2873.91,1.428368
B0018,110,3.4685,-1.7956,31.0531,0.0,0.0,2847.41,1.414787
B0018,111,3.4651,-1.793,30.8859,0.0,0.0,2849.28,1.413889
B0018,112,3.4653,-1.7845,31.054,0.0,0.0,2833.69,1.398933
B0018,113,3.4618,-1.7936,31.4928,0.0,0.0,2826.45,1.395332
B0018,114,3.4633,-1.7921,31.9383,0.0,0.0,2818.31,1.390046
B0018,115,3.4628,-1.781,31.7456,0.0,0.0,2812.72,1.386027
B0018,116,3.4569,-1.799,31.3102,0.0,0.0,2803.5,1.388215
B0018,117,3.4575,-1.7873,31.1274,0.0,0.0,2783.25,1.376183
B0018,118,3.4502,-1.7862,30.9856,0.0,0.0,2776.39,1.364717
B0018,119,3.4487,-1.785,30.8997,0.0,0.0,2766.52,1.358985
B0018,120,3.4446,-1.7783,30.7061,0.0,0.0,2751.52,1.346231
B0018,121,3.4673,-1.8098,30.4712,0.0,0.0,2848.86,1.426843
B0018,122,3.4645,-1.7897,30.9392,0.0,0.0,2840.02,1.406448
B0018,123,3.4597,-1.797,31.1116,0.0,0.0,2817.38,1.393491
B0018,124,3.4622,-1.7862,31.0379,0.0,0.0,2809.23,1.388249
B0018,125,3.4556,-1.7842,30.968,0.0,0.0,2791.19,1.370188
B0018,126,3.4587,-1.7845,30.94,0.0,0.0,2794.02,1.379695
B0018,127,3.4525,-1.7921,31.295,0.0,0.0,2774.72,1.368659
B0018,128,3.4552,-1.7828,31.8185,0.0,0.0,2777.84,1.362737
B0018,129,3.462,-1.7725,32.0007,0.0,0.0,2781.12,1.363405
B0018,130,3.4522,-1.7699,31.7399,0.0,0.0,2760.91,1.351865
B0018,131,3.4477,-1.7885,31.5261,0.0,0.0,2753.25,1.354797
B0018,132,3.4479,-1.7777,31.2762,0.0,0.0,2742.84,1.341051
